"collection","creator","date","description","format","identifier","language","mediatype","publisher","subject","title"
"digitallibraryindia,JaiGyan,fav-lucke133","Tiwari, Maruti Nandan Prasad","1981-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.347810 dc.contributor.author: Tiwari, Maruti Nandan Prasad dc.date.accessioned: 2015-08-13T00:46:48Z dc.date.available: 2015-08-13T00:46:48Z dc.date.copyright: 1981 dc.date.digitalpublicationdate: 2010/08 dc.date.citation: 1981 dc.identifier.barcode: 99999990001150 dc.identifier.origpath: /data6/upload/0135/309 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/347810 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 374 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: digital library of india dc.publisher: Varanasi, Pashravnath Vidhashram Shodh-sansthan dc.source.library: Prakrit Bharati Academy, Jaipur dc.title: Jain Pratimavigyan dc.type: print - paper dc.type: book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.347810","hin","texts","","Banasthali","Jain Pratimavigyan"
"digitallibraryindia,JaiGyan,fav-lucke133","Chudival Chandmal","1962-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.348091 dc.contributor.author: Chudival Chandmal dc.date.accessioned: 2015-08-13T00:52:56Z dc.date.available: 2015-08-13T00:52:56Z dc.date.copyright: 1962 dc.date.digitalpublicationdate: 2010/09 dc.date.citation: 1962 dc.identifier.barcode: 99999990001405 dc.identifier.origpath: /data6/upload/0135/564 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/348091 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 376 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: digital library of india dc.publisher: Mahavirji, (rajasthan)shri Shantisagar Jain Sidhant Prakashini Sanstha dc.source.library: Prakrit Bharati Academy, Jaipur dc.title: Jain Tattva Mimansa Ki Samiksha dc.type: print - paper dc.type: book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.348091","hin","texts","","Banasthali","Jain Tattva Mimansa Ki Samiksha"
"digitallibraryindia,JaiGyan","Metha, Ganpatram","1930-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.348192 dc.contributor.author: Metha, Ganpatram dc.date.accessioned: 2015-08-13T00:55:23Z dc.date.available: 2015-08-13T00:55:23Z dc.date.copyright: 1930 dc.date.digitalpublicationdate: 2010/10 dc.date.citation: 1930 dc.identifier.barcode: 99999990001504 dc.identifier.origpath: /data6/upload/0135/663 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/348192 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 88 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: digital library of india dc.publisher: Xxxx dc.source.library: Shri Jawahar Vidyapith Binasar, Bikaner dc.subject.keywords: xxxx dc.title: Jain Bhajan Mala dc.type: print - paper dc.type: book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.348192","hin","texts","","Banasthali","Jain Bhajan Mala"
"digitallibraryindia,JaiGyan","Shah, Chaganlal","1927-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.358666 dc.contributor.author: Shah, Chaganlal dc.date.accessioned: 2015-08-27T20:19:35Z dc.date.available: 2015-08-27T20:19:35Z dc.date.copyright: 1927 dc.date.digitalpublicationdate: 2011/02 dc.date.citation: 1927 dc.identifier.barcode: 99999990030365 dc.identifier.origpath: /data8/upload/0227/647 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/358666 dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 214 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Ahemdabad, Devidas Chaganlal Daimund Printing Press dc.source.library: Shri Jain Swetamber Khartargacch Sangh, Jaipur dc.subject.classification: Devotional dc.title: Jain Sajjhaimala Bhag-4 dc.type: Print - Paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.358666","guj","texts","","Banasthali","Jain Sajjhaimala Bhag-4"
"digitallibraryindia,JaiGyan","","1989-01-01T00:00:00Z","Source: Digital Library of India Scanning Centre: Veer Sewa Mandir, Dariya Ganj, Delhi Source Library: '' Date Accessioned: 9/16/2015 15:23 The Digital Library of India was a project under the auspices of the Government of India.","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","dli.ernet.441490","hin","texts","","Veer Sewa Mandir, Dariya Ganj, Delhi,DLI Top-Up","Khandelvaal Jain Samaj Ka Brihad Itihas (1989) Ac 6137"
"digitallibraryindia,JaiGyan","J.b.lippincott Company New York","1939-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.519516 dc.date.accessioned: 2015-09-30T14:27:24Z dc.date.available: 2015-09-30T14:27:24Z dc.date.copyright: 1939 dc.date.digitalpublicationdate: 2011/05/21 dc.date.citation: 1939 dc.identifier.barcode: 99999990816276 dc.identifier.origpath: /data9/data53/upload/0048/875 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/519516 dc.description.scanningcentre: C-DAC, Noida dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 140 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Gujrat Vidyapith Library dc.publisher: J.b.lippincott Company New York dc.rights: Not Available dc.source.library: Gujrat Vidyapith Library dc.subject.classification: Manufactures dc.subject.classification: Pulp Products dc.subject.classification: The Author La Grange Illinois dc.title: Jain Shalopayogi Shikshanmala 2 Ji Chopadi dc.type: Print-Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.519516","guj","texts","","C-DAC","Jain Shalopayogi Shikshanmala 2 Ji Chopadi"
"digitallibraryindia,JaiGyan","Moti Chand","1958-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.538259 dc.contributor.author: Moti Chand dc.date.accessioned: 2015-10-09T12:36:58Z dc.date.available: 2015-10-09T12:36:58Z dc.date.copyright: 1958 dc.date.digitalpublicationdate: 2010/10 dc.date.citation: 1958 dc.identifier.barcode: 99999990068388 dc.identifier.origpath: /data9/upload/0265/957 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/538259 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 290 dc.format.mimetype: application/pdf dc.language.iso: Gujarati dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Kesvavala Nagani Dass Ahmedabad dc.rights: Copyright permitted dc.source.library: Shri Jawahar Vidyapith Binasar, Bikaner dc.subject.classification: Religion dc.subject.keywords: xxxx dc.title: Shri Jain Tatva Prasnottara Prayag   dc.type: Print - Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.538259","guj","texts","","Banasthali","Shri Jain Tatva Prasnottara Prayag&nbsp;&nbsp;"
"digitallibraryindia,JaiGyan","Jain, Harilal","1970-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.538371 dc.contributor.author: Jain, Harilal dc.date.accessioned: 2015-10-09T12:40:10Z dc.date.available: 2015-10-09T12:40:10Z dc.date.copyright: 1970 dc.date.digitalpublicationdate: 2010/08 dc.date.citation: 1970 dc.identifier.barcode: 99999990069117 dc.identifier.origpath: /data9/upload/0266/686 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/538371 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 42 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Shri D. Jain Swadhyay Mandir Trust, Songarh dc.rights: Copyright permitted dc.source.library: Digamber Jain Atishay Kshetra, Jain Vidhya Sansthan Library, Shri Mahaveer Ji, (karauli ) dc.subject.classification: Literature dc.title: Jain Bal Pothi (bhag - Ii) dc.type: Print - Paper dc.type: Book","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.538371","hin","texts","","Banasthali","Jain Bal Pothi (bhag - Ii)"
"digitallibraryindia,JaiGyan","Mehta, Mohan Lal","1968-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.540536 dc.contributor.author: Mehta, Mohan Lal dc.date.accessioned: 2015-10-09T14:02:50Z dc.date.available: 2015-10-09T14:02:50Z dc.date.copyright: 1968 dc.date.digitalpublicationdate: 2010/06 dc.date.citation: 1968 dc.identifier.barcode: 99999990068458 dc.identifier.origpath: /data9/upload/0266/027 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/540536 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 402 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Parshvanath Vidhyashram Shodh Sansthan, Varanasi dc.rights: Copyright permitted dc.source.library: Mantri, Bharat Varshiya Varni Jain Sahitya Mandir, Muzaffarnagar dc.subject.classification: History -- Jain Sahitya dc.title: Jain Sahitya Ka Brihad Itihas Bhag - Iv dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.540536","hin","texts","","Banasthali","Jain Sahitya Ka Brihad Itihas Bhag - Iv"
"digitallibraryindia,JaiGyan","Jain, Ugrasen","1963-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.540524 dc.contributor.author: Jain, Ugrasen dc.date.accessioned: 2015-10-09T14:02:34Z dc.date.available: 2015-10-09T14:02:34Z dc.date.copyright: 1963 dc.date.digitalpublicationdate: 2010/06 dc.date.citation: 1963 dc.identifier.barcode: 99999990068447 dc.identifier.origpath: /data9/upload/0266/016 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/540524 dc.description.scannerno: Banasthali University dc.description.scanningcentre: Banasthali University dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 136 dc.format.mimetype: application/pdf dc.language.iso: Hindi dc.publisher.digitalrepublisher: Digital Library of India dc.publisher: Jain Parishad Publishing House, Delhi dc.rights: Copyright permitted dc.source.library: Bhartiya Shruti Darshan Kendra,jaipur dc.subject.classification: Jain Shiksha dc.title: Jain Dharma Shikshavali Vol. - V dc.type: Print - Paper dc.type: Book","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.540524","hin","texts","","Banasthali","Jain Dharma Shikshavali Vol. - V"
"digitallibraryindia,JaiGyan","Devchan, Navrotamdas","1940-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.542344 dc.contributor.author: Devchan, Navrotamdas dc.date.accessioned: 2015-10-09T21:04:45Z dc.date.available: 2015-10-09T21:04:45Z dc.date.copyright: 1940 dc.date.digitalpublicationdate: 2013/01 dc.date.citation: 1940 dc.identifier.barcode: 99999990296288 dc.identifier.origpath: /data9/upload/0294/220 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/542344 dc.description.scanningcentre: Unknown dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 474 dc.format.mimetype: application/pdf dc.language.iso: Unknown dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Bhavnagar., Shri Jain Prasarak Sabha dc.source.library: Farbus Gujarati Sabha, Kirtan Kendra, Mumbai dc.subject.classification: Literature dc.title: Shri Jain Dharm Prakash Vars -56 Ank -1 To 12 dc.type: Print - Paper dc.type: Book","Abbyy GZ,Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,Scandata,Single Page Processed JP2 ZIP","in.ernet.dli.2015.542344","Unknown","texts","","Other","Shri Jain Dharm Prakash Vars -56 Ank -1 To 12"
"digitallibraryindia,JaiGyan","Seth, Premchand","1920-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.543366 dc.contributor.author: Seth, Premchand dc.date.accessioned: 2015-10-09T21:31:23Z dc.date.available: 2015-10-09T21:31:23Z dc.date.copyright: 1920 dc.date.digitalpublicationdate: 2013/01 dc.date.citation: 1920 dc.identifier.barcode: 99999990295226 dc.identifier.origpath: /data9/upload/0293/158 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/543366 dc.description.scanningcentre: Unknown dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 231 dc.format.mimetype: application/pdf dc.language.iso: Unknown dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Surat., Jain Vijaya Printing Press Stret Fort dc.source.library: Farbus Gujarati Sabha, Kirtan Kendra, Mumbai dc.subject.classification: Literature dc.title: The Digambar Jain Varsh -24 Ank - 1 Thi 12 dc.type: Print - Paper dc.type: Book","Abbyy GZ,Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,Scandata,Single Page Processed JP2 ZIP","in.ernet.dli.2015.543366","Unknown","texts","","Other","The Digambar Jain Varsh -24 Ank - 1 Thi 12"
"digitallibraryindia,JaiGyan","Shri Pooja Chariya Shri Narpat","1908-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.546366 dc.contributor.author: Shri Pooja Chariya Shri Narpat dc.date.accessioned: 2015-10-14T12:55:22Z dc.date.available: 2015-10-14T12:55:22Z dc.date.copyright: 1908 dc.date.digitalpublicationdate: 2011/01 dc.date.citation: 1908 dc.identifier.barcode: 04990010024848 dc.identifier.origpath: /data8/upload/0222/130 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/546366 dc.description.scanningcentre: C-DAK, Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 838 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Xxxx dc.source.library: Agarchand Bhairondan Sethiya Jain Parmarthik Sanstha, Bikaner dc.subject.classification: Literature dc.title: Jain Dharam Sindhu dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.546366","san","texts","","C-DAK","Jain Dharam Sindhu"
"digitallibraryindia,JaiGyan","Madan Lal","2008-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.548890 dc.contributor.author: Madan Lal dc.date.accessioned: 2015-10-14T20:49:24Z dc.date.available: 2015-10-14T20:49:24Z dc.date.copyright: 2008 dc.date.digitalpublicationdate: 2011/01 dc.date.citation: 2008 dc.identifier.barcode: 04990010028973 dc.identifier.origpath: /data8/upload/0226/255 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/548890 dc.description.scanningcentre: C-DAK, Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 82 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Shree Akil Bharatiya Sadhu Margi Jain Sang Samta Bhawan Bikaner dc.source.library: Shri Jawahar Vidyapith Binasar, Bikaner dc.subject.classification: Literature dc.title: Jain Sanskar Patayakarma [ Part - 3 ] dc.type: Print - Paper","Additional Text PDF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.548890","san","texts","","C-DAK","Jain Sanskar Patayakarma [ Part - 3 ]"
"digitallibraryindia,JaiGyan,fav-lucke133","Not Available","1973-01-01T00:00:00Z","Book Source: Digital Library of India Item 2015.548767 dc.contributor.author: Not Available dc.date.accessioned: 2015-10-14T20:47:19Z dc.date.available: 2015-10-14T20:47:19Z dc.date.copyright: 1973 dc.date.digitalpublicationdate: 2011/01 dc.date.citation: 1973 dc.identifier.barcode: 04990010028860 dc.identifier.origpath: /data8/upload/0226/142 dc.identifier.copyno: 1 dc.identifier.uri: http://www.new.dli.ernet.in/handle/2015/548767 dc.description.scanningcentre: C-DAK, Kolkata dc.description.main: 1 dc.description.tagged: 0 dc.description.totalpages: 384 dc.format.mimetype: application/pdf dc.language.iso: Sanskrit dc.publisher.digitalrepublisher: Digital Library Of India dc.publisher: Shree Akil Bharatiya Sadhu Margi Jain Sang Samta Bhawan Bikaner dc.source.library: Shri Jawahar Vidyapith Binasar, Bikaner dc.subject.classification: Literature dc.title: Jain Stoka Manjusha [ Vol.- 5,6,7 ] dc.type: Print - Paper","Additional Text PDF,Animated GIF,Archive BitTorrent,DjVuTXT,Djvu XML,Image Container PDF,Item Tile,Metadata,OCR Page Index,OCR Search Text,Page Numbers JSON,Scandata,Single Page Processed JP2 ZIP,chOCR,hOCR","in.ernet.dli.2015.548767","san","texts","","C-DAK","Jain Stoka Manjusha [ Vol.- 5,6,7 ]"
